feature,importance
contrast,0.08718557507611539
correlation,0.0862119813354789
lbp_2,0.07689427275253717
homogeneity,0.07590687825614564
lbp_1,0.07517064838412629
lbp_0,0.07145984626464105
lbp_4,0.07120834989857604
lbp_6,0.06807412681248988
lbp_7,0.06796569217028282
lbp_3,0.06689266747703293
lbp_9,0.06563961693869605
energy,0.0654499361346501
lbp_5,0.06366604971863142
lbp_8,0.05827435878059636
